1635592100.502880,0
1635592100.519553,0
1635592100.542383,0
1635592100.555567,0
1635592100.569760,0
1635592100.584226,0
1635592100.597754,0
1635592100.610986,0
1635592100.624178,0
1635592100.645475,0
1635592100.662690,0
1635592100.676274,0
1635592100.689962,0
1635592100.703616,0
1635592100.716997,0
1635592100.730490,0
1635592100.745770,0
1635592100.763298,0
1635592100.776594,0
1635592100.790385,0
1635592100.804163,0
1635592100.817646,0
1635592100.830643,0
1635592100.848190,0
1635592100.863440,0
1635592100.876648,0
1635592100.890474,0
1635592100.904193,0
1635592100.918146,0
1635592100.931394,0
1635592100.946904,1
1635592100.964262,0
1635592100.977300,0
1635592100.991361,0
1635592101.013868,0
1635592101.027711,0
1635592101.047807,0
1635592101.065199,0
1635592101.078804,0
1635592101.092771,0
1635592101.107671,0
1635592101.121278,0
1635592101.134220,0
1635592101.149872,0
1635592101.167454,0
1635592101.181670,0
1635592101.195815,0
1635592101.209424,0
1635592101.223135,0
1635592101.237418,0
1635592101.261681,0
1635592101.275579,0
1635592101.290056,0
1635592101.303477,0
1635592101.317971,0
1635592101.331815,0
1635592101.353370,0
1635592101.369810,0
1635592101.383312,0
1635592101.396989,0
1635592101.410570,0
1635592101.423902,0
1635592101.437666,0
1635592101.457980,0
1635592101.476338,0
1635592101.489682,0
1635592101.503421,0
1635592101.516684,0
1635592101.530439,0
1635592101.545200,0
1635592101.562422,0
1635592101.576820,0
1635592101.590226,0
1635592101.613847,0
1635592101.626763,0
1635592101.639928,0
1635592101.655374,0
1635592101.671589,0
1635592101.684746,0
1635592101.698022,0
1635592101.711507,0
1635592101.725144,0
1635592101.738662,0
1635592101.755011,0
1635592101.773307,0
1635592101.786844,0
1635592101.800736,0
1635592101.814175,0
1635592101.828545,0
1635592101.842953,0
1635592101.859192,0
1635592101.874756,0
1635592101.887928,0
1635592101.901928,0
1635592101.916514,0
1635592101.930328,0
1635592101.943938,0
1635592101.959742,0
1635592101.976893,0
1635592101.990299,0
1635592102.004499,0
1635592102.017705,0
1635592102.031051,0
1635592102.050074,0
1635592102.063425,0
1635592102.078031,0
1635592102.097700,0
1635592102.111261,0
1635592102.128251,0
1635592102.143393,0
1635592102.162723,0
1635592102.178903,0
1635592102.200133,0
