1635606680.577665,0
1635606680.602047,0
1635606680.616227,0
1635606680.630870,0
1635606680.646125,0
1635606680.660968,0
1635606680.677452,0
1635606680.690917,0
1635606680.705316,0
1635606680.719771,0
1635606680.733701,0
1635606680.759586,0
1635606680.779304,0
1635606680.793905,0
1635606680.807786,0
1635606680.822398,0
1635606680.836082,0
1635606680.862821,0
1635606680.879032,0
1635606680.892884,0
1635606680.907534,0
1635606680.923779,0
1635606680.938688,0
1635606680.952419,0
1635606680.982834,0
1635606680.996689,0
1635606681.011387,0
1635606681.039422,0
1635606681.055210,0
1635606681.080825,0
1635606681.095044,0
1635606681.109959,0
1635606681.124897,0
1635606681.142424,0
1635606681.164663,0
1635606681.185165,0
1635606681.205526,0
1635606681.220554,0
1635606681.242959,0
1635606681.265673,0
1635606681.282882,0
1635606681.296759,0
1635606681.311613,0
1635606681.326040,0
1635606681.339314,0
1635606681.355420,0
1635606681.384859,0
1635606681.399736,0
1635606681.414371,0
1635606681.427850,0
1635606681.441901,0
1635606681.464191,0
1635606681.487005,0
1635606681.500481,0
1635606681.513904,0
1635606681.527919,0
1635606681.543678,0
1635606681.565615,0
1635606681.586591,0
1635606681.600758,0
1635606681.615251,0
1635606681.640230,0
1635606681.657389,0
1635606681.672576,0
1635606681.718465,0
1635606681.741426,0
1635606681.767137,0
1635606681.788930,0
1635606681.808823,0
1635606681.829915,0
1635606681.852774,0
1635606681.872106,0
1635606681.893785,0
1635606681.907052,0
1635606681.931250,0
1635606681.944751,0
1635606681.966394,0
1635606681.983863,0
1635606682.000721,0
1635606682.013767,0
1635606682.035728,0
1635606682.049516,0
1635606682.066916,0
1635606682.083070,0
1635606682.096960,0
1635606682.115437,0
1635606682.138579,0
1635606682.153733,0
1635606682.177114,0
1635606682.194100,0
1635606682.209051,0
1635606682.223337,0
1635606682.237511,0
1635606682.252205,0
1635606682.277240,0
1635606682.295722,0
1635606682.315546,0
1635606682.329314,0
1635606682.344002,0
1635606682.358747,0
1635606682.377459,0
1635606682.394779,0
1635606682.408484,0
1635606682.422186,0
1635606682.436015,0
1635606682.450428,0
1635606682.464196,0
1635606682.480387,0
1635606682.496688,0
1635606682.510438,0
1635606682.524146,0
1635606682.540573,0
1635606682.554282,0
1635606682.568580,0
1635606682.594339,0
1635606682.614308,0
1635606682.627694,0
1635606682.641826,0
1635606682.655522,0
1635606682.676798,0
1635606682.697829,0
1635606682.711248,0
1635606682.725078,0
1635606682.738589,0
1635606682.752579,0
1635606682.767112,0
1635606682.782379,0
1635606682.801027,0
1635606682.814661,0
1635606682.829236,0
1635606682.842887,0
1635606682.856696,0
1635606682.879795,0
1635606682.899797,0
1635606682.913820,0
1635606682.927442,0
1635606682.941387,0
1635606682.955681,0
1635606682.969525,0
1635606682.985380,0
1635606683.000670,0
1635606683.014624,0
1635606683.028001,0
1635606683.041458,0
1635606683.055267,0
1635606683.069305,0
1635606683.084189,0
1635606683.101243,0
1635606683.115195,0
1635606683.129004,0
1635606683.153455,0
1635606683.167438,0
1635606683.186749,0
1635606683.202474,0
1635606683.216461,0
1635606683.230138,0
1635606683.243904,0
1635606683.258217,0
1635606683.274410,0
1635606683.288143,0
1635606683.304659,0
1635606683.319160,0
1635606683.332282,0
1635606683.346420,0
1635606683.360112,0
1635606683.374457,0
1635606683.390099,0
1635606683.405384,0
1635606683.418713,0
1635606683.433452,0
1635606683.450689,0
1635606683.464702,0
1635606683.485000,0
1635606683.500102,0
1635606683.517241,0
1635606683.530802,0
1635606683.544464,0
1635606683.558679,0
1635606683.572519,0
1635606683.592197,0
1635606683.614782,0
1635606683.628560,0
1635606683.642292,0
1635606683.655896,0
1635606683.668911,0
1635606683.685042,0
1635606683.701490,0
1635606683.717558,0
1635606683.735630,0
1635606683.750109,0
1635606683.763524,0
1635606683.777171,0
1635606683.793602,0
1635606683.813454,0
1635606683.827697,0
1635606683.844851,0
1635606683.858936,0
1635606683.872337,0
1635606683.896420,0
1635606683.915448,0
1635606683.929216,0
1635606683.942772,0
1635606683.958711,0
1635606683.972094,0
1635606683.992459,0
1635606684.013099,0
1635606684.027707,0
1635606684.041559,0
1635606684.055086,0
1635606684.069129,0
1635606684.082711,0
1635606684.097779,0
1635606684.113572,0
1635606684.128010,0
1635606684.141756,0
1635606684.155000,0
1635606684.169141,0
1635606684.183085,0
1635606684.198951,0
1635606684.214520,0
1635606684.228657,0
1635606684.241868,0
1635606684.255544,0
1635606684.269169,0
1635606684.284040,0
1635606684.299868,0
1635606684.321072,0
1635606684.334690,0
1635606684.348592,0
1635606684.362702,0
1635606684.377228,0
1635606684.392302,0
1635606684.409327,0
1635606684.425276,0
1635606684.438963,0
1635606684.452834,0
1635606684.466900,0
1635606684.489852,0
1635606684.504674,0
1635606684.520453,0
1635606684.534104,0
1635606684.548227,0
1635606684.562002,0
1635606684.584152,0
1635606684.604521,0
1635606684.618841,0
1635606684.634936,0
1635606684.648779,0
1635606684.662563,0
1635606684.677509,0
1635606684.700244,0
1635606684.720969,0
1635606684.734264,0
1635606684.747824,1
1635606684.761301,0
1635606684.775109,0
1635606684.788630,0
1635606684.805388,0
1635606684.823766,0
1635606684.838154,0
1635606684.851910,0
1635606684.865445,0
1635606684.879689,0
1635606684.893496,0
1635606684.909059,0
1635606684.924913,0
1635606684.938489,0
1635606684.951676,0
1635606684.964876,0
1635606684.978442,0
1635606684.994934,0
1635606685.009874,0
1635606685.027154,0
1635606685.041165,0
1635606685.054928,0
1635606685.069127,0
1635606685.083152,0
1635606685.107174,0
1635606685.124082,0
1635606685.138073,0
1635606685.151648,0
1635606685.165900,0
1635606685.180028,0
1635606685.193670,0
1635606685.209435,0
1635606685.225225,0
1635606685.239999,0
1635606685.254601,0
1635606685.271955,0
1635606685.285667,0
1635606685.309724,0
1635606685.327404,0
1635606685.341467,0
1635606685.354584,0
1635606685.369361,0
1635606685.382545,0
1635606685.395593,0
1635606685.411225,0
1635606685.427308,0
1635606685.441519,0
1635606685.455055,0
1635606685.468700,0
1635606685.482314,0
1635606685.496158,0
1635606685.511481,0
1635606685.528731,0
1635606685.542409,0
1635606685.556218,0
1635606685.571012,0
1635606685.584318,0
1635606685.598701,0
1635606685.613781,0
1635606685.628841,0
1635606685.642835,0
1635606685.656858,0
1635606685.670736,0
1635606685.685093,0
1635606685.701521,0
1635606685.726004,0
1635606685.739954,0
1635606685.754239,0
1635606685.767888,0
1635606685.781423,0
1635606685.795523,0
1635606685.816686,0
1635606685.831547,0
1635606685.845932,0
1635606685.858953,0
1635606685.875770,0
1635606685.889383,0
1635606685.916424,0
1635606685.934096,0
1635606685.951002,0
1635606685.965155,0
1635606685.978295,0
1635606685.995131,0
1635606686.017018,0
1635606686.040993,0
1635606686.054630,0
1635606686.068157,0
1635606686.081866,0
1635606686.095222,0
1635606686.118104,0
1635606686.139568,0
1635606686.152949,0
1635606686.167029,0
1635606686.180513,0
1635606686.194704,0
1635606686.216742,0
1635606686.235853,0
1635606686.249488,0
1635606686.263530,0
